!MOLECULE
HCN
!MOLECULAR WEIGHT
27.0
!NUMBER OF ENERGY LEVELS
30
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
    1        0.0000    1.0     0
    2        2.9564    3.0     1
    3        8.8692    5.0     2
    4       17.7382    7.0     3
    5       29.5633    9.0     4
    6       44.3440   11.0     5
    7       62.0802   13.0     6
    8       82.7713   15.0     7
    9      106.4169   17.0     8
   10      133.0164   19.0     9
   11      162.5692   21.0    10
   12      195.0746   23.0    11
   13      230.5318   25.0    12
   14      268.9400   27.0    13
   15      310.2983   29.0    14
   16      354.6057   31.0    15
   17      401.8612   33.0    16
   18      452.0636   35.0    17
   19      505.2117   37.0    18
   20      561.3044   39.0    19
   21      620.3402   41.0    20
   22      682.3178   43.0    21
   23      747.2357   45.0    22
   24      815.0925   47.0    23
   25      885.8864   49.0    24
   26      959.6158   51.0    25
   27     1036.2790   53.0    26
   28     1115.8742   55.0    27
   29     1198.3995   57.0    28
   30     1283.8529   59.0    29
!NUMBER OF RADIATIVE TRANSITIONS
29
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
    1     2     1   2.4075e-05      88.6316023      4.25
    2     3     2   2.3108e-04     177.2611115     12.76
    3     4     3   8.3559e-04     265.8864343     25.52
    4     5     4   2.0540e-03     354.5054779     42.53
    5     6     5   4.1022e-03     443.1161493     63.80
    6     7     6   7.1971e-03     531.7163479     89.32
    7     8     7   1.1553e-02     620.3040022    119.09
    8     9     8   1.7387e-02     708.8770051    153.11
    9    10     9   2.4912e-02     797.4332623    191.38
   10    11    10   3.4347e-02     885.9706949    233.90
   11    12    11   4.5907e-02     974.4871998    280.67
   12    13    12   5.9802e-02    1062.9806890    331.68
   13    14    13   7.6233e-02    1151.4490880    386.94
   14    15    14   9.5438e-02    1239.8903028    446.45
   15    16    15   1.1762e-01    1328.3022330    510.19
   16    17    16   1.4300e-01    1416.6828001    578.18
   17    18    17   1.7177e-01    1505.0299181    650.41
   18    19    18   2.0411e-01    1593.3415025    726.88
   19    20    19   2.4030e-01    1681.6154694    807.59
   20    21    20   2.8048e-01    1769.8497560    892.52
   21    22    21   3.2495e-01    1858.0422210    981.70
   22    23    22   3.7376e-01    1946.1908800   1075.10
   23    24    23   4.2732e-01    2034.2935280   1172.73
   24    25    24   4.8571e-01    2122.3481928   1274.58
   25    26    25   5.4901e-01    2210.3527632   1380.66
   26    27    26   6.1768e-01    2298.3051647   1490.96
   27    28    27   6.9185e-01    2386.2033241   1605.48
   28    29    28   7.7150e-01    2474.0451700   1724.22
   29    30    29   8.5711e-01    2561.8286325   1847.16
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 HCN-H2 scaled (*1.37) HCN-He from Green & Thaddeus (1974) + Green unpublished rates + extrapolation
!NUMBER OF COLL TRANS
435
!NUMBER OF COLL TEMPS
14
!COLL TEMPS
    5.0   10.0   20.0   30.0   40.0   60.0  100.0  200.0  300.0  400.0  600.0  800.0 1000.0 1200.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
    1     2     1  1.3e-11 1.1e-11 9.2e-12 8.4e-12 7.9e-12 7.5e-12 7.4e-12 6.7e-12 6.2e-12 6.0e-12 5.8e-12 5.7e-12 5.7e-12 5.7e-12
    2     3     1  2.9e-11 3.3e-11 3.6e-11 3.8e-11 3.9e-11 4.0e-11 3.9e-11 4.1e-11 4.1e-11 4.2e-11 4.3e-11 4.5e-11 4.6e-11 4.7e-11
    3     3     2  1.6e-11 1.6e-11 1.5e-11 1.5e-11 1.4e-11 1.4e-11 1.3e-11 1.3e-11 1.3e-11 1.2e-11 1.2e-11 1.2e-11 1.2e-11 1.3e-11
    4     4     1  1.2e-12 1.6e-12 2.1e-12 2.2e-12 2.5e-12 2.6e-12 2.8e-12 3.0e-12 3.0e-12 3.1e-12 3.1e-12 3.1e-12 3.2e-12 3.2e-12
    5     4     2  5.9e-11 6.4e-11 6.8e-11 6.9e-11 7.0e-11 7.1e-11 6.3e-11 6.9e-11 7.3e-11 7.5e-11 7.9e-11 8.2e-11 8.5e-11 8.8e-11
    6     4     3  1.5e-11 1.5e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.7e-11 1.7e-11
    7     5     1  5.6e-12 6.2e-12 7.0e-12 7.5e-12 8.1e-12 9.0e-12 9.3e-12 1.1e-11 1.3e-11 1.3e-11 1.5e-11 1.5e-11 1.6e-11 1.6e-11
    8     5     2  3.0e-12 3.4e-12 4.4e-12 4.9e-12 5.3e-12 6.0e-12 6.5e-12 7.2e-12 7.4e-12 7.5e-12 7.6e-12 7.7e-12 7.8e-12 7.9e-12
    9     5     3  6.5e-11 7.1e-11 7.6e-11 7.8e-11 7.9e-11 8.2e-11 7.5e-11 8.1e-11 8.6e-11 8.9e-11 9.5e-11 9.9e-11 1.0e-10 1.1e-10
   10     5     4  1.9e-11 1.7e-11 1.6e-11 1.7e-11 1.7e-11 1.7e-11 1.6e-11 1.8e-11 1.8e-11 1.8e-11 1.8e-11 1.9e-11 1.9e-11 1.9e-11
   11     6     1  4.1e-13 6.9e-13 8.2e-13 1.1e-12 1.2e-12 1.4e-12 1.6e-12 1.9e-12 2.0e-12 2.1e-12 2.1e-12 2.2e-12 2.2e-12 2.2e-12
   12     6     2  9.0e-12 1.2e-11 1.5e-11 1.6e-11 1.7e-11 1.9e-11 1.9e-11 2.4e-11 2.7e-11 2.9e-11 3.2e-11 3.3e-11 3.5e-11 3.6e-11
   13     6     3  2.6e-12 4.0e-12 5.3e-12 6.2e-12 6.7e-12 7.7e-12 8.2e-12 9.4e-12 9.9e-12 1.0e-11 1.0e-11 1.1e-11 1.1e-11 1.1e-11
   14     6     4  5.7e-11 7.6e-11 8.5e-11 8.7e-11 8.8e-11 9.1e-11 8.1e-11 8.6e-11 9.1e-11 9.6e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10
