!MOLECULE
HCN
!MOLECULAR WEIGHT
27.0
!NUMBER OF ENERGY LEVELS
32
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J,F
    1       0.0000    3.0   0 1
    2       2.9564    1.0   1 0
    3       2.9564    3.0   1 1
    4       2.9564    5.0   1 2
    5       8.8692   15.0   2
    6      17.7382   21.0   3
    7      29.5633   27.0   4
    8      44.3440   33.0   5
    9      62.0802   39.0   6
   10      82.7713   45.0   7
   11     106.4169   51.0   8
   12     133.0164   57.0   9
   13     162.5692   63.0  10
   14     195.0746   69.0  11
   15     230.5318   75.0  12
   16     268.9400   81.0  13
   17     310.2983   87.0  14
   18     354.6057   93.0  15
   19     401.8612   99.0  16
   20     452.0636  105.0  17
   21     505.2117  111.0  18
   22     561.3044  117.0  19
   23     620.3402  123.0  20
   24     682.3178  129.0  21
   25     747.2357  135.0  22
   26     815.0925  141.0  23
   27     885.8864  147.0  24
   28     959.6158  153.0  25
   29    1036.2790  159.0  26
   30    1115.8742  165.0  27
   31    1198.3995  171.0  28
   32    1283.8529  177.0  29
!NUMBER OF RADIATIVE TRANSITIONS
33
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
    1     2     1  2.4075e-05     88.6339360     4.25
    2     3     1  2.4075e-05     88.6304160     4.25
    3     4     1  2.4075e-05     88.6318470     4.25
    4     5     2  2.5676e-05    177.2575802    12.76
    5     5     3  7.7027e-05    177.2611111    12.76
    6     5     4  1.2838e-04    177.2596988    12.76
    7     6     5  8.3559e-04    265.8864343    25.52
    8     7     6  2.0540e-03    354.5054779    42.53
    9     8     7  4.1022e-03    443.1161493    63.80
   10     9     8  7.1971e-03    531.7163479    89.32
   11    10     9  1.1553e-02    620.3040022   119.09
   12    11    10  1.7387e-02    708.8770051   153.11
   13    12    11  2.4912e-02    797.4332623   191.38
   14    13    12  3.4347e-02    885.9706949   233.90
   15    14    13  4.5907e-02    974.4871998   280.67
   16    15    14  5.9802e-02   1062.9806890   331.68
   17    16    15  7.6233e-02   1151.4490880   386.94
   18    17    16  9.5438e-02   1239.8903028   446.45
   19    18    17  1.1762e-01   1328.3022330   510.19
   20    19    18  1.4300e-01   1416.6828001   578.18
   21    20    19  1.7177e-01   1505.0299181   650.41
   22    21    20  2.0411e-01   1593.3415025   726.88
   23    22    21  2.4030e-01   1681.6154694   807.59
   24    23    22  2.8048e-01   1769.8497560   892.52
   25    24    23  3.2495e-01   1858.0422210   981.70
   26    25    24  3.7376e-01   1946.1908800  1075.10
   27    26    25  4.2732e-01   2034.2935280  1172.73
   28    27    26  4.8571e-01   2122.3481928  1274.58
   29    28    27  5.4901e-01   2210.3527632  1380.66
   30    29    28  6.1768e-01   2298.3051647  1490.96
   31    30    29  6.9185e-01   2386.2033241  1605.48
   32    31    30  7.7150e-01   2474.0451700  1724.22
   33    32    31  8.5711e-01   2561.8286325  1847.16
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 HCN-H2 scaled (*1.37) HCN-He from Green & Thaddeus (1974) + extrapolation
!NUMBER OF COLL TRANS
496
!NUMBER OF COLL TEMPS
14
!COLL TEMPS
    5.0   10.0   20.0   30.0   40.0   60.0  100.0  200.0  300.0  400.0  600.0  800.0 1000.0 1200.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
    1     2     1  1.3e-11 1.1e-11 9.2e-12 8.4e-12 7.9e-12 7.5e-12 7.4e-12 6.7e-12 6.2e-12 6.0e-12 5.8e-12 5.7e-12 5.7e-12 5.7e-12
    2     3     1  1.3e-11 1.1e-11 9.2e-12 8.4e-12 7.9e-12 7.5e-12 7.4e-12 6.7e-12 6.2e-12 6.0e-12 5.8e-12 5.7e-12 5.7e-12 5.7e-12
    3     3     2  0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00
    4     4     1  1.3e-11 1.1e-11 9.2e-12 8.4e-12 7.9e-12 7.5e-12 7.4e-12 6.7e-12 6.2e-12 6.0e-12 5.8e-12 5.7e-12 5.7e-12 5.7e-12
    5     4     2  0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00
    6     4     3  0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00
    7     5     1  2.9e-11 3.3e-11 3.6e-11 3.8e-11 3.9e-11 4.0e-11 3.9e-11 4.1e-11 4.1e-11 4.2e-11 4.3e-11 4.5e-11 4.6e-11 4.7e-11
    8     5     2  1.8e-12 1.8e-12 1.7e-12 1.7e-12 1.6e-12 1.6e-12 1.4e-12 1.4e-12 1.4e-12 1.3e-12 1.3e-12 1.3e-12 1.3e-12 1.4e-12
    9     5     3  5.3e-12 5.3e-12 5.0e-12 5.0e-12 4.7e-12 4.7e-12 4.3e-12 4.3e-12 4.3e-12 4.0e-12 4.0e-12 4.0e-12 4.0e-12 4.3e-12
   10     5     4  8.9e-12 8.9e-12 8.3e-12 8.3e-12 7.8e-12 7.8e-12 7.2e-12 7.2e-12 7.2e-12 6.7e-12 6.7e-12 6.7e-12 6.7e-12 7.2e-12
   11     6     1  1.2e-12 1.6e-12 2.1e-12 2.2e-12 2.5e-12 2.6e-12 2.8e-12 3.0e-12 3.0e-12 3.1e-12 3.1e-12 3.1e-12 3.2e-12 3.2e-12
   12     6     2  6.6e-12 7.1e-12 7.6e-12 7.7e-12 7.8e-12 7.9e-12 7.0e-12 7.7e-12 8.1e-12 8.3e-12 8.8e-12 9.1e-12 9.4e-12 9.8e-12
   13     6     3  2.0e-11 2.1e-11 2.3e-11 2.3e-11 2.3e-11 2.4e-11 2.1e-11 2.3e-11 2.4e-11 2.5e-11 2.6e-11 2.7e-11 2.8e-11 2.9e-11
   14     6     4  3.3e-11 3.6e-11 3.8e-11 3.8e-11 3.9e-11 3.9e-11 3.5e-11 3.8e-11 4.1e-11 4.2e-11 4.4e-11 4.6e-11 4.7e-11 4.9e-11
   15     6     5  1.5e-11 1.5e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.6e-11 1.7e-11 1.7e-11
   16     7     1  5.6e-12 6.2e-12 7.0e-12 7.5e-12 8.1e-12 9.0e-12 9.3e-12 1.1e-11 1.3e-11 1.3e-11 1.5e-11 1.5e-11 1.6e-11 1.6e-11
   17     7     2  3.3e-13 3.8e-13 4.9e-13 5.4e-13 5.9e-13 6.7e-13 7.2e-13 8.0e-13 8.2e-13 8.3e-13 8.4e-13 8.6e-13 8.7e-13 8.8e-13
   18     7     3  1.0e-12 1.1e-12 1.5e-12 1.6e-12 1.8e-12 2.0e-12 2.2e-12 2.4e-12 2.5e-12 2.5e-12 2.5e-12 2.6e-12 2.6e-12 2.6e-12
   19     7     4  1.7e-12 1.9e-12 2.4e-12 2.7e-12 2.9e-12 3.3e-12 3.6e-12 4.0e-12 4.1e-12 4.2e-12 4.2e-12 4.3e-12 4.3e-12 4.4e-12
   20     7     5  6.5e-11 7.1e-11 7.6e-11 7.8e-11 7.9e-11 8.2e-11 7.5e-11 8.1e-11 8.6e-11 8.9e-11 9.5e-11 9.9e-11 1.0e-10 1.1e-10
   21     7     6  1.9e-11 1.7e-11 1.6e-11 1.7e-11 1.7e-11 1.7e-11 1.6e-11 1.8e-11 1.8e-11 1.8e-11 1.8e-11 1.9e-11 1.9e-11 1.9e-11
   22     8     1  4.1e-13 6.9e-13 8.2e-13 1.1e-12 1.2e-12 1.4e-12 1.6e-12 1.9e-12 2.0e-12 2.1e-12 2.1e-12 2.2e-12 2.2e-12 2.2e-12
   23     8     2  1.0e-12 1.3e-12 1.7e-12 1.8e-12 1.9e-12 2.1e-12 2.1e-12 2.7e-12 3.0e-12 3.2e-12 3.6e-12 3.7e-12 3.9e-12 4.0e-12
   24     8     3  3.0e-12 4.0e-12 5.0e-12 5.3e-12 5.7e-12 6.3e-12 6.3e-12 8.0e-12 9.0e-12 9.7e-12 1.1e-11 1.1e-11 1.2e-11 1.2e-11
   25     8     4  5.0e-12 6.7e-12 8.3e-12 8.9e-12 9.4e-12 1.1e-11 1.1e-11 1.3e-11 1.5e-11 1.6e-11 1.8e-11 1.8e-11 1.9e-11 2.0e-11
   26     8     5  2.6e-12 4.0e-12 5.3e-12 6.2e-12 6.7e-12 7.7e-12 8.2e-12 9.4e-12 9.9e-12 1.0e-11 1.0e-11 1.1e-11 1.1e-11 1.1e-11
   27     8     6  5.7e-11 7.6e-11 8.5e-11 8.7e-11 8.8e-11 9.1e-11 8.1e-11 8.6e-11 9.1e-11 9.6e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10
   28     8     7  1.3e-11 1.7e-11 1.9e-11 1.9e-11 1.9e-11 2.0e-11 1.7e-11 1.8e-11 1.9e-11 1.9e-11 2.0e-11 2.0e-11 2.1e-11 2.1e-11
   29     9     1  2.1e-12 2.1e-12 2.3e-12 2.7e-12 3.0e-12 3.6e-12 3.7e-12 5.0e-12 5.8e-12 6.5e-12 7.3e-12 7.8e-12 8.1e-12 8.3e-12
   30     9     2  1.8e-13 1.8e-13 2.3e-13 2.8e-13 3.2e-13 4.1e-13 4.1e-13 5.0e-13 5.3e-13 5.6e-13 5.8e-13 5.9e-13 6.0e-13 6.0e-13
   31     9     3  5.3e-13 5.3e-13 7.0e-13 8.3e-13 9.7e-13 1.2e-12 1.2e-12 1.5e-12 1.6e-12 1.7e-12 1.7e-12 1.8e-12 1.8e-12 1.8e-12
   32     9     4  8.9e-13 8.9e-13 1.2e-12 1.4e-12 1.6e-12 2.1e-12 2.1e-12 2.5e-12 2.7e-12 2.8e-12 2.9e-12 2.9e-12 3.0e-12 3.0e-12
   33     9     5  2.2e-11 2.1e-11 2.2e-11 2.3e-11 2.4e-11 2.6e-11 2.5e-11 3.0e-11 3.4e-11 3.7e-11 4.1e-11 4.3e-11 4.5e-11 4.7e-11
   34     9     6  4.1e-12 5.2e-12 6.7e-12 7.7e-12 8.6e-12 1.1e-11 9.5e-12 1.1e-11 1.2e-11 1.2e-11 1.2e-11 1.3e-11 1.3e-11 1.3e-11
   35     9     7  1.1e-10 1.1e-10 1.0e-10 1.0e-10 1.0e-10 1.0e-10 8.9e-11 9.1e-11 9.5e-11 1.0e-10 1.1e-10 1.1e-10 1.2e-10 1.2e-10
   36     9     8  1.7e-11 1.8e-11 1.9e-11 1.9e-11 2.0e-11 2.3e-11 1.8e-11 1.9e-11 2.0e-11 2.0e-11 2.1e-11 2.1e-11 2.2e-11 2.2e-11
   37    10     1  4.1e-13 4.1e-13 5.5e-13 5.5e-13 8.2e-13 1.2e-12 9.3e-13 1.2e-12 1.3e-12 1.3e-12 1.4e-12 1.4e-12 1.5e-12 1.5e-12
   38    10     2  4.4e-13 5.2e-13 6.1e-13 6.9e-13 7.7e-13 9.1e-13 9.0e-13 1.2e-12 1.4e-12 1.7e-12 1.9e-12 2.0e-12 2.1e-12 2.1e-12
   39    10     3  1.3e-12 1.6e-12 1.8e-12 2.1e-12 2.3e-12 2.7e-12 2.7e-12 3.7e-12 4.3e-12 5.0e-12 5.7e-12 6.0e-12 6.3e-12 6.3e-12
   40    10     4  2.2e-12 2.6e-12 3.1e-12 3.4e-12 3.8e-12 4.6e-12 4.5e-12 6.1e-12 7.2e-12 8.3e-12 9.4e-12 1.0e-11 1.1e-11 1.1e-11
   41    10     5  2.2e-12 2.6e-12 3.3e-12 4.0e-12 4.9e-12 7.1e-12 5.1e-12 6.2e-12 6.8e-12 7.1e-12 7.4e-12 7.6e-12 7.7e-12 7.8e-12
   42    10     6  2.3e-11 2.6e-11 2.8e-11 2.9e-11 3.0e-11 3.2e-11 2.9e-11 3.5e-11 3.9e-11 4.2e-11 4.6e-11 5.0e-11 5.2e-11 5.4e-11
   43    10     7  4.2e-12 6.4e-12 8.9e-12 1.1e-11 1.2e-11 1.6e-11 1.0e-11 1.2e-11 1.3e-11 1.3e-11 1.4e-11 1.4e-11 1.5e-11 1.5e-11
   44    10     8  8.9e-11 1.1e-10 1.1e-10 1.1e-10 1.1e-10 1.1e-10 9.3e-11 9.4e-11 9.8e-11 1.0e-10 1.1e-10 1.2e-10 1.2e-10 1.3e-10
   45    10     9  1.1e-11 1.7e-11 2.1e-11 2.2e-11 2.4e-11 2.8e-11 1.8e-11 1.9e-11 2.0e-11 2.1e-11 2.2e-11 2.2e-11 2.3e-11 2.3e-11
   46    11     1  1.3e-13 1.6e-13 2.4e-13 2.9e-13 4.3e-13 6.5e-13 1.5e-12 2.2e-12 2.8e-12 3.3e-12 3.9e-12 4.3e-12 4.6e-12 4.8e-12
   47    11     2  6.6e-14 7.2e-14 1.0e-13 1.1e-13 1.7e-13 2.7e-13 2.4e-13 3.2e-13 3.7e-13 3.9e-13 4.1e-13 4.2e-13 4.3e-13 4.3e-13
   48    11     3  2.0e-13 2.2e-13 3.1e-13 3.3e-13 5.0e-13 8.0e-13 7.3e-13 9.7e-13 1.1e-12 1.2e-12 1.2e-12 1.3e-12 1.3e-12 1.3e-12
   49    11     4  3.3e-13 3.6e-13 5.2e-13 5.6e-13 8.3e-13 1.3e-12 1.2e-12 1.6e-12 1.8e-12 1.9e-12 2.1e-12 2.1e-12 2.2e-12 2.2e-12
   50    11     5  2.2e-12 2.7e-12 3.6e-12 4.5e-12 5.3e-12 6.9e-12 1.1e-11 1.4e-11 1.7e-11 1.9e-11 2.2e-11 2.4e-11 2.6e-11 2.7e-11
